sous_zone;point_strategique_kind;point_strategique_nom;rue
1;Rue;Rue des Tamis;22B
1;Rue;Rue des Tamis;Accès
1;Rue;Rue des Tamis;Rue Brébeuf
1;Rue;Rue des Tamis;Rue Cimon
1;Rue;Rue des Tamis;Rue Comeau
1;Rue;Rue des Tamis;Rue Descartes
1;Rue;Rue des Tamis;Rue Gabriel-Druillettes
1;Rue;Rue des Tamis;Rue Garneau
1;Rue;Rue des Tamis;Rue Grimm
1;Rue;Rue des Tamis;Rue Jeanne Mance
1;Rue;Rue des Tamis;Rue Martin-Bouvard
1;Rue;Rue des Tamis;Rue Molière
1;Rue;Rue des Tamis;Rue Nio
1;Rue;Rue des Tamis;Rue Saint-Arthur
1;Rue;Rue des Tamis;Rue Saint-Augustin
1;Rue;Rue des Tamis;Rue Saint-Gabriel
1;Rue;Rue des Tamis;Rue Saint-Jean
1;Rue;Rue des Tamis;Rue Saint-Louis
1;Rue;Rue des Tamis;Rue Saint-Paul
1;Rue;Rue des Tamis;Rue Sainte-Thérèse
1;Rue;Rue des Tamis;Rue Taché
1;Rue;Rue des Tamis;Rue Voltaire
1;Rue;Rue des Tamis;Rue de Lachevrotière
1;Rue;Rue des Tamis;Rue de Nicolas Pelletier
1;Rue;Rue des Tamis;Rue de l'Ecluse
1;Rue;Rue des Tamis;Rue de l'Estacade
1;Rue;Rue des Tamis;Rue de la Papetière
1;Rue;Rue des Tamis;Rue de la Pulpe
1;Rue;Rue des Tamis;Rue des Actionnaires
1;Rue;Rue des Tamis;Rue des Affaires
1;Rue;Rue des Tamis;Rue des Draveurs
1;Rue;Rue des Tamis;Rue des Défibreurs
1;Rue;Rue des Tamis;Rue des Investisseurs
1;Rue;Rue des Tamis;Rue des Presses
1;Rue;Rue des Tamis;Rue des Raffineurs
1;Rue;Rue des Tamis;Rue des Tamis
1;Rue;Rue des Tamis;Rue des Turbines
1;Rue;Rue des Tamis;Rue des Vannes
1;Rue;Rue des Tamis;Rue du Barrage
1;Rue;Rue des Tamis;Rue du Canal
1;Rue;Rue des Tamis;Rue du Séchoir
1;Rue;Rue des Tamis;Rue la Brosse
2;Quartier;Rivière-du-Moulin;Rue Anthyme-Larouche
2;Quartier;Rivière-du-Moulin;Rue Arthur-Hamel
2;Quartier;Rivière-du-Moulin;Rue Couturier
2;Quartier;Rivière-du-Moulin;Rue Desbiens
2;Quartier;Rivière-du-Moulin;Rue Ferland
2;Quartier;Rivière-du-Moulin;Rue Fradette
2;Quartier;Rivière-du-Moulin;Rue Henri-Martin
2;Quartier;Rivière-du-Moulin;Rue Honoré-Mercier
2;Quartier;Rivière-du-Moulin;Rue Jacques-Bacon
2;Quartier;Rivière-du-Moulin;Rue Jean-Langevin
2;Quartier;Rivière-du-Moulin;Rue Jeanne-Le Ber
2;Quartier;Rivière-du-Moulin;Rue Jules-Huot
2;Quartier;Rivière-du-Moulin;Rue King
2;Quartier;Rivière-du-Moulin;Rue Laberge
2;Quartier;Rivière-du-Moulin;Rue Marie-Rollet
2;Quartier;Rivière-du-Moulin;Rue McNicoll
2;Quartier;Rivière-du-Moulin;Rue Mies-Van der Rohe
2;Quartier;Rivière-du-Moulin;Rue Monseigneur-Laflamme
2;Quartier;Rivière-du-Moulin;Rue Nil-Tremblay
2;Quartier;Rivière-du-Moulin;Rue Perron
2;Quartier;Rivière-du-Moulin;Rue Pilote
2;Quartier;Rivière-du-Moulin;Rue Renaud
2;Quartier;Rivière-du-Moulin;Rue Saint-Isidore
2;Quartier;Rivière-du-Moulin;Rue Saint-Thimothée
2;Quartier;Rivière-du-Moulin;Rue Therrien
2;Quartier;Rivière-du-Moulin;Rue Théodore-Côté
2;Quartier;Rivière-du-Moulin;Rue Vézina
2;Quartier;Rivière-du-Moulin;Rue d'Anjou
2;Quartier;Rivière-du-Moulin;Rue d'Aunis
2;Quartier;Rivière-du-Moulin;Rue d'Auteuil
2;Quartier;Rivière-du-Moulin;Rue de Bretagne
2;Quartier;Rivière-du-Moulin;Rue de Brouage
2;Quartier;Rivière-du-Moulin;Rue de Gascogne
2;Quartier;Rivière-du-Moulin;Rue de Honfleur
2;Quartier;Rivière-du-Moulin;Rue de Nantes
2;Quartier;Rivière-du-Moulin;Rue de Normandie
2;Quartier;Rivière-du-Moulin;Rue de Paris
2;Quartier;Rivière-du-Moulin;Rue de Provence
2;Quartier;Rivière-du-Moulin;Rue de Roussillon
2;Quartier;Rivière-du-Moulin;Rue de Vendée
2;Quartier;Rivière-du-Moulin;Rue de la Chute
2;Quartier;Rivière-du-Moulin;Rue de la Gravière
2;Quartier;Rivière-du-Moulin;Rue de la Rochelle
2;Quartier;Rivière-du-Moulin;Rue de la Terrasse
2;Quartier;Rivière-du-Moulin;Rue des Cerisiers
2;Quartier;Rivière-du-Moulin;Rue des Cormiers
2;Quartier;Rivière-du-Moulin;Rue des Cèdres
2;Quartier;Rivière-du-Moulin;Rue des Frênes
2;Quartier;Rivière-du-Moulin;Rue des Ormes
2;Quartier;Rivière-du-Moulin;Rue des Pins
2;Quartier;Rivière-du-Moulin;Rue des Tilleuls
2;Quartier;Rivière-du-Moulin;Rue des Érables
2;Quartier;Rivière-du-Moulin;Rue du Bois-Joli
2;Quartier;Rivière-du-Moulin;Rue du Charolais
2;Quartier;Rivière-du-Moulin;Rue du Chemin-du-Golf
2;Quartier;Rivière-du-Moulin;Rue du Languedoc
2;Quartier;Rivière-du-Moulin;Rue du Lavandou
2;Quartier;Rivière-du-Moulin;Rue du Luberon
2;Quartier;Rivière-du-Moulin;Rue du Parc
2;Quartier;Rivière-du-Moulin;Rue du Perche
2;Quartier;Rivière-du-Moulin;Rue du Poitou
2;Quartier;Rivière-du-Moulin;Rue du Père-Fiset
2;Quartier;Rivière-du-Moulin;Rue du Père-Garin
2;Quartier;Rivière-du-Moulin;Rue du Père-Honorat
2;Quartier;Rivière-du-Moulin;Rue du Sacré-Coeur
2;Quartier;Rivière-du-Moulin;Ruelle Raymond
3;Quartier;Chicoutimi-Nord;Boulevard Sainte-Geneviève
3;Quartier;Chicoutimi-Nord;Place de la Colline
3;Quartier;Chicoutimi-Nord;Rue Bouchard
3;Quartier;Chicoutimi-Nord;Rue Cabot
3;Quartier;Chicoutimi-Nord;Rue Casault
3;Quartier;Chicoutimi-Nord;Rue Chapais
3;Quartier;Chicoutimi-Nord;Rue Constantin
3;Quartier;Chicoutimi-Nord;Rue David
3;Quartier;Chicoutimi-Nord;Rue Delisle
3;Quartier;Chicoutimi-Nord;Rue Frontenac
3;Quartier;Chicoutimi-Nord;Rue Fréchette
3;Quartier;Chicoutimi-Nord;Rue Fénelon
3;Quartier;Chicoutimi-Nord;Rue Hoffman
3;Quartier;Chicoutimi-Nord;Rue Lalemant
3;Quartier;Chicoutimi-Nord;Rue Masson
3;Quartier;Chicoutimi-Nord;Rue Monseigneur-Martel
3;Quartier;Chicoutimi-Nord;Rue Phydime
3;Quartier;Chicoutimi-Nord;Rue Pie-XII
3;Quartier;Chicoutimi-Nord;Rue Pépin
3;Quartier;Chicoutimi-Nord;Rue Riel
3;Quartier;Chicoutimi-Nord;Rue Saint-Albert
3;Quartier;Chicoutimi-Nord;Rue Saint-Alexandre
3;Quartier;Chicoutimi-Nord;Rue Saint-Alexis
3;Quartier;Chicoutimi-Nord;Rue Saint-André
3;Quartier;Chicoutimi-Nord;Rue Saint-Calixte
3;Quartier;Chicoutimi-Nord;Rue Saint-Gérard
3;Quartier;Chicoutimi-Nord;Rue Saint-Laurent
3;Quartier;Chicoutimi-Nord;Rue Saint-Marc
3;Quartier;Chicoutimi-Nord;Rue Saint-Marcel
3;Quartier;Chicoutimi-Nord;Rue Saint-Nicolas
3;Quartier;Chicoutimi-Nord;Rue Saint-Roch
3;Quartier;Chicoutimi-Nord;Rue Sainte-Élisabeth
3;Quartier;Chicoutimi-Nord;Rue Sauvé
3;Quartier;Chicoutimi-Nord;Rue Talon
3;Quartier;Chicoutimi-Nord;Rue Victor
3;Quartier;Chicoutimi-Nord;Rue de Chantilly
3;Quartier;Chicoutimi-Nord;Rue de l'Aréna
3;Quartier;Chicoutimi-Nord;Rue de la Croix
3;Quartier;Chicoutimi-Nord;Rue de la Fabrique
3;Quartier;Chicoutimi-Nord;Rue de la Liberté
3;Quartier;Chicoutimi-Nord;Rue de la Paix
3;Quartier;Chicoutimi-Nord;Rue de la Promenade
3;Quartier;Chicoutimi-Nord;Rue de la Reine
3;Quartier;Chicoutimi-Nord;Rue des Bouleaux
3;Quartier;Chicoutimi-Nord;Rue des Champs
3;Quartier;Chicoutimi-Nord;Rue des Glaïeuls
3;Quartier;Chicoutimi-Nord;Rue des Hydrangées
3;Quartier;Chicoutimi-Nord;Rue des Iris
3;Quartier;Chicoutimi-Nord;Rue du Cap
3;Quartier;Chicoutimi-Nord;Rue du Carignan
3;Quartier;Chicoutimi-Nord;Rue du Carillon
4;Quartier;Des Oiseaux;Boulevard Talbot
4;Quartier;Des Oiseaux;Chemin Papawétish
4;Quartier;Des Oiseaux;Chemin de l'Eau vive
4;Quartier;Des Oiseaux;Chemin de la Reverdie
4;Quartier;Des Oiseaux;Chemin des Champs
4;Quartier;Des Oiseaux;Chemin des Coulées
4;Quartier;Des Oiseaux;Chemin des Rivages
4;Quartier;Des Oiseaux;Chemin du Planiol
4;Quartier;Des Oiseaux;Rue Adélard-Plourde
4;Quartier;Des Oiseaux;Rue Alfred-Rouleau
4;Quartier;Des Oiseaux;Rue Alphonse-Desjardins
4;Quartier;Des Oiseaux;Rue Cyrille-Vaillancourt
4;Quartier;Des Oiseaux;Rue des Aigles
4;Quartier;Des Oiseaux;Rue des Arlequins
4;Quartier;Des Oiseaux;Rue des Bernaches
4;Quartier;Des Oiseaux;Rue des Bruants
4;Quartier;Des Oiseaux;Rue des Bécasses
4;Quartier;Des Oiseaux;Rue des Chardonnerets
4;Quartier;Des Oiseaux;Rue des Chevaliers
4;Quartier;Des Oiseaux;Rue des Chouettes
4;Quartier;Des Oiseaux;Rue des Cigognes
4;Quartier;Des Oiseaux;Rue des Colibris
4;Quartier;Des Oiseaux;Rue des Colombes
4;Quartier;Des Oiseaux;Rue des Condors
4;Quartier;Des Oiseaux;Rue des Cormorans
4;Quartier;Des Oiseaux;Rue des Crécerelles
4;Quartier;Des Oiseaux;Rue des Cygnes
4;Quartier;Des Oiseaux;Rue des Engoulevents
4;Quartier;Des Oiseaux;Rue des Faucons
4;Quartier;Des Oiseaux;Rue des Fauvettes
4;Quartier;Des Oiseaux;Rue des Geais-Bleus
4;Quartier;Des Oiseaux;Rue des Goélands
4;Quartier;Des Oiseaux;Rue des Grands-Ducs
4;Quartier;Des Oiseaux;Rue des Grives
4;Quartier;Des Oiseaux;Rue des Harfangs
4;Quartier;Des Oiseaux;Rue des Hiboux
4;Quartier;Des Oiseaux;Rue des Hirondelles
4;Quartier;Des Oiseaux;Rue des Hérons
4;Quartier;Des Oiseaux;Rue des Jaseurs
4;Quartier;Des Oiseaux;Rue des Laurentides
4;Quartier;Des Oiseaux;Rue des Martinets
4;Quartier;Des Oiseaux;Rue des Merlebleus
4;Quartier;Des Oiseaux;Rue des Morillons
4;Quartier;Des Oiseaux;Rue des Mésanges
4;Quartier;Des Oiseaux;Rue des Passerins
4;Quartier;Des Oiseaux;Rue des Perdrix
4;Quartier;Des Oiseaux;Rue des Pigeons
4;Quartier;Des Oiseaux;Rue des Pinsons
4;Quartier;Des Oiseaux;Rue des Pluviers
4;Quartier;Des Oiseaux;Rue des Roselins
4;Quartier;Des Oiseaux;Rue des Sarcelles
4;Quartier;Des Oiseaux;Rue des Sittelles
4;Quartier;Des Oiseaux;Rue des Sizerins
4;Quartier;Des Oiseaux;Rue des Sternes
4;Quartier;Des Oiseaux;Rue des Tangaras
4;Quartier;Des Oiseaux;Rue des Tourterelles
4;Quartier;Des Oiseaux;Rue des Viréos
4;Quartier;Des Oiseaux;Rue du Domaine-de-l'Épervier
4;Quartier;Des Oiseaux;Rue Émile-Girardin
5;Quartier;Pulperie de Chicoutimi;20
5;Quartier;Pulperie de Chicoutimi;2B
5;Quartier;Pulperie de Chicoutimi;2C
5;Quartier;Pulperie de Chicoutimi;3 (option)
5;Quartier;Pulperie de Chicoutimi;Chemin de la Réserve
5;Quartier;Pulperie de Chicoutimi;Côte Fortin
5;Quartier;Pulperie de Chicoutimi;Côte Saint-Ange
5;Quartier;Pulperie de Chicoutimi;Marie Guyart
5;Quartier;Pulperie de Chicoutimi;Rue Alain
5;Quartier;Pulperie de Chicoutimi;Rue Albanel
5;Quartier;Pulperie de Chicoutimi;Rue Albert
5;Quartier;Pulperie de Chicoutimi;Rue Arnaud
5;Quartier;Pulperie de Chicoutimi;Rue Blais
5;Quartier;Pulperie de Chicoutimi;Rue Brassard
5;Quartier;Pulperie de Chicoutimi;Rue Casgrain
5;Quartier;Pulperie de Chicoutimi;Rue Cloutier
5;Quartier;Pulperie de Chicoutimi;Rue Coulombe
5;Quartier;Pulperie de Chicoutimi;Rue Dablon
5;Quartier;Pulperie de Chicoutimi;Rue De Quen
5;Quartier;Pulperie de Chicoutimi;Rue Desgagné
5;Quartier;Pulperie de Chicoutimi;Rue Dréan
5;Quartier;Pulperie de Chicoutimi;Rue Dubuc
5;Quartier;Pulperie de Chicoutimi;Rue Dutil
5;Quartier;Pulperie de Chicoutimi;Rue Gagnon
5;Quartier;Pulperie de Chicoutimi;Rue Gendron
5;Quartier;Pulperie de Chicoutimi;Rue Gosselin
5;Quartier;Pulperie de Chicoutimi;Rue Harry
5;Quartier;Pulperie de Chicoutimi;Rue Hertel
5;Quartier;Pulperie de Chicoutimi;Rue J.-R.-Théberge
5;Quartier;Pulperie de Chicoutimi;Rue Jobin
5;Quartier;Pulperie de Chicoutimi;Rue Langlois
5;Quartier;Pulperie de Chicoutimi;Rue Legrand
5;Quartier;Pulperie de Chicoutimi;Rue Lejeune
5;Quartier;Pulperie de Chicoutimi;Rue Marguerite-Bourgeoys
5;Quartier;Pulperie de Chicoutimi;Rue Murray
5;Quartier;Pulperie de Chicoutimi;Rue Normandin
5;Quartier;Pulperie de Chicoutimi;Rue Omer
5;Quartier;Pulperie de Chicoutimi;Rue Philips
5;Quartier;Pulperie de Chicoutimi;Rue Ringuette
5;Quartier;Pulperie de Chicoutimi;Rue Rioux
5;Quartier;Pulperie de Chicoutimi;Rue Rodolphe
5;Quartier;Pulperie de Chicoutimi;Rue Ross
5;Quartier;Pulperie de Chicoutimi;Rue Sagard
5;Quartier;Pulperie de Chicoutimi;Rue Saint Cyrille
5;Quartier;Pulperie de Chicoutimi;Rue Saint Onésime
5;Quartier;Pulperie de Chicoutimi;Rue Saint-Hilaire
5;Quartier;Pulperie de Chicoutimi;Rue Saint-Léon
5;Quartier;Pulperie de Chicoutimi;Rue Sainte-Cécile
5;Quartier;Pulperie de Chicoutimi;Rue Simard
5;Quartier;Pulperie de Chicoutimi;Rue Simpson
5;Quartier;Pulperie de Chicoutimi;Rue Verreault
5;Quartier;Pulperie de Chicoutimi;Rue Vilmond
5;Quartier;Pulperie de Chicoutimi;Rue Warren
5;Quartier;Pulperie de Chicoutimi;Rue de Fontainebleau
5;Quartier;Pulperie de Chicoutimi;Rue de Régina
5;Quartier;Pulperie de Chicoutimi;Rue des Clairons
5;Quartier;Pulperie de Chicoutimi;Rue des Hauts-Jardins
5;Quartier;Pulperie de Chicoutimi;Rue des Tuileries
5;Quartier;Pulperie de Chicoutimi;Rue du Stade
5;Quartier;Pulperie de Chicoutimi;Rue le Doré
5;Quartier;Pulperie de Chicoutimi;Rue Émile-Grouard
5;Quartier;Pulperie de Chicoutimi;Ruelle Bilodeau
5;Quartier;Pulperie de Chicoutimi;Ruelle Grenon
5;Quartier;Pulperie de Chicoutimi;Ruelle Saint-Félix
6;Quartier;Murdock;Chemin des Chutes
6;Quartier;Murdock;Place Copernic
6;Quartier;Murdock;Place Einstein
6;Quartier;Murdock;Rue Amyot
6;Quartier;Murdock;Rue Baillargeon
6;Quartier;Murdock;Rue Basile-Villeneuve
6;Quartier;Murdock;Rue Beauchamp
6;Quartier;Murdock;Rue Blanchard
6;Quartier;Murdock;Rue Bouchette
6;Quartier;Murdock;Rue Chabanel
6;Quartier;Murdock;Rue Chaperon
6;Quartier;Murdock;Rue D'Argenson
6;Quartier;Murdock;Rue D'Avaugour
6;Quartier;Murdock;Rue D'Iberville
6;Quartier;Murdock;Rue D.-V.-Morrier
6;Quartier;Murdock;Rue Des Roitelets
6;Quartier;Murdock;Rue Gaudiose-Brassard
6;Quartier;Murdock;Rue Graham-Bell
6;Quartier;Murdock;Rue Grandin
6;Quartier;Murdock;Rue Huard
6;Quartier;Murdock;Rue Jacques-Frémin
6;Quartier;Murdock;Rue Joseph-Dandurand
6;Quartier;Murdock;Rue Joseph-Durand
6;Quartier;Murdock;Rue Judith-Jasmin
6;Quartier;Murdock;Rue Lacombe
6;Quartier;Murdock;Rue Lorenzo-Genest
6;Quartier;Murdock;Rue Maria-Chapdelaine
6;Quartier;Murdock;Rue Murdock
6;Quartier;Murdock;Rue Newton
6;Quartier;Murdock;Rue Nobel
6;Quartier;Murdock;Rue Papineau
6;Quartier;Murdock;Rue Pierre-Bédard
6;Quartier;Murdock;Rue Pierre-Laure
6;Quartier;Murdock;Rue Provencher
6;Quartier;Murdock;Rue Radisson
6;Quartier;Murdock;Rue Scott
6;Quartier;Murdock;Rue Thomas-Edison
6;Quartier;Murdock;Rue Thérèse-Casgrain
6;Quartier;Murdock;Rue Turgeon
6;Quartier;Murdock;Rue d'Alma
6;Quartier;Murdock;Rue de Tracy
6;Quartier;Murdock;Rue de l'Acadie
6;Quartier;Murdock;Rue de la Fondation
6;Quartier;Murdock;Rue des Augustines
6;Quartier;Murdock;Rue des Hospitalières
6;Quartier;Murdock;Rue des Étudiants
6;Quartier;Murdock;Rue du Père-Champagnat
6;Quartier;Murdock;Sentier des Moulins Est
6;Quartier;Murdock;Voie réservée UQAC
7;Rue;Rue Clément;Boulevard de Tadoussac
7;Rue;Rue Clément;Pont de Sainte-Anne
7;Rue;Rue Clément;Rue Adrien
7;Rue;Rue Clément;Rue Boileau
7;Rue;Rue Clément;Rue Bourget
7;Rue;Rue Clément;Rue Buies
7;Rue;Rue Clément;Rue Clément
7;Rue;Rue Clément;Rue Colbert
7;Rue;Rue Clément;Rue Condé
7;Rue;Rue Clément;Rue Cyprien
7;Rue;Rue Clément;Rue De Bienville
